subject,repetition,window_id,start_sample,end_sample,label,gesture_id,gesture_name,action_ratio,n_rr,mean_hr_bpm,std_hr_bpm,mean_rr_ms,sdnn_ms,rmssd_ms,pnn50_pct
S01,3,8,35227,40227,GESTURE,4,Wrist Extension,1.000,14,91.51,11.64,668.43,104.75,73.51,30.77
S01,3,9,40227,45227,REST,-1,REST,0.004,15,95.80,6.39,629.20,44.66,28.13,7.14
S01,3,10,45227,50227,GESTURE,5,Pointing Index,0.967,14,91.25,3.11,658.29,23.65,17.53,0.00
S01,3,11,50227,55227,GESTURE,5,Pointing Index,0.670,14,89.42,4.05,672.43,32.53,22.49,0.00
S01,3,12,55227,60227,GESTURE,5,Pointing Index,1.000,15,95.37,2.64,629.60,18.36,14.79,0.00
S01,3,13,60227,65227,REST,-1,REST,0.017,15,93.88,2.64,639.60,18.89,16.20,0.00
S01,3,14,65227,70227,GESTURE,9,Flexion of Thumb,0.957,15,98.19,2.44,611.47,15.63,10.06,0.00
S01,3,15,70227,75227,GESTURE,9,Flexion of Thumb,0.670,14,93.56,15.26,662.00,132.90,105.06,30.77
S01,3,16,75227,80227,GESTURE,9,Flexion of Thumb,0.982,15,94.69,4.48,635.07,31.28,17.90,0.00
S01,3,17,80227,85227,REST,-1,REST,0.000,12,79.46,9.83,766.17,93.66,66.12,27.27
S01,3,18,85227,90227,GESTURE,2,Hand Open,0.988,15,93.63,5.39,642.93,38.32,16.25,0.00
S01,3,19,90227,95227,GESTURE,2,Hand Open,0.673,14,93.73,2.52,640.57,18.00,20.25,0.00
S01,3,20,95227,100227,GESTURE,2,Hand Open,0.998,13,81.98,5.97,735.85,56.88,38.91,33.33
S01,3,21,100227,105227,REST,-1,REST,0.000,13,85.02,5.63,708.92,50.51,29.05,8.33
S01,3,22,105227,110227,GESTURE,7,Flexion of Little Finger,0.972,14,89.50,5.39,672.71,40.74,19.29,0.00
S01,3,23,110227,115227,GESTURE,7,Flexion of Little Finger,0.671,16,101.29,3.95,593.25,24.14,11.62,0.00
S01,3,24,115227,120227,GESTURE,7,Flexion of Little Finger,1.000,15,95.79,3.49,627.20,24.32,16.02,0.00
S01,3,25,120227,125227,REST,-1,REST,0.017,15,97.54,6.15,617.73,42.77,31.56,7.14
S01,3,26,125227,130227,GESTURE,1,Hand Close,0.954,15,97.65,6.43,617.20,43.50,26.85,7.14
S01,3,27,130227,135227,GESTURE,1,Hand Close,0.667,17,105.48,8.53,572.94,52.51,27.65,6.25
S01,3,28,135227,140227,GESTURE,1,Hand Close,1.000,13,86.92,3.87,691.54,29.77,23.06,8.33
S01,3,29,140227,145227,REST,-1,REST,0.039,14,87.99,9.34,690.00,79.25,40.70,30.77
S01,3,30,145227,150227,GESTURE,10,Flexion of Middle Finger,0.936,12,80.16,5.82,752.50,57.96,34.05,9.09
S01,3,31,150227,155227,GESTURE,10,Flexion of Middle Finger,0.666,13,84.54,5.78,713.08,51.78,40.05,16.67
S01,3,32,155227,160227,GESTURE,10,Flexion of Middle Finger,1.000,13,85.85,3.66,700.15,31.01,28.87,8.33
S01,3,33,160227,165227,REST,-1,REST,0.059,14,89.27,4.64,674.00,37.99,27.20,15.38
S01,3,34,165227,170227,GESTURE,6,Cut Something,0.914,14,91.11,1.60,658.71,11.96,13.20,0.00
S01,3,35,170227,175227,GESTURE,6,Cut Something,0.666,15,94.33,3.86,637.20,28.01,13.77,0.00
S01,3,36,175227,180227,GESTURE,6,Cut Something,1.000,14,93.44,4.31,643.57,32.14,14.10,0.00
S01,3,37,180227,185227,REST,-1,REST,0.085,15,94.67,3.00,634.40,20.83,15.99,0.00
S01,3,38,185227,190227,GESTURE,3,Wrist Flexion,0.886,14,90.48,4.57,664.86,35.52,18.77,0.00
S01,3,39,190227,195227,GESTURE,3,Wrist Flexion,0.670,15,93.74,4.55,641.60,33.31,22.92,7.14
S01,3,40,195227,200227,GESTURE,3,Wrist Flexion,1.000,14,93.06,15.84,666.86,135.22,83.12,30.77
S01,3,41,200227,205227,REST,-1,REST,0.111,14,89.55,3.21,670.86,24.64,20.01,0.00
S01,3,42,205227,210227,GESTURE,8,Tripod Grasp,0.854,14,90.52,11.05,672.43,82.28,78.98,30.77
S01,3,43,210227,215227,GESTURE,8,Tripod Grasp,0.664,13,84.05,6.62,718.31,59.28,29.38,0.00
S01,3,44,215227,220227,GESTURE,8,Tripod Grasp,1.000,15,98.46,4.78,610.80,30.75,11.89,0.00
S01,4,1,486,5486,REST,-1,REST,0.000,15,91.68,5.35,656.67,39.44,29.05,7.14
S01,4,2,5486,10486,REST,-1,REST,0.000,14,92.47,6.83,652.86,56.10,42.22,15.38
S01,4,3,10486,15486,REST,-1,REST,0.000,14,94.49,10.47,643.43,79.60,23.02,7.69
S01,4,4,15486,20486,REST,-1,REST,0.000,14,89.68,8.50,675.43,70.07,43.95,7.69
S01,4,5,20486,25486,REST,-1,REST,0.051,13,83.13,14.10,744.46,141.01,64.43,25.00
S01,4,6,25486,30486,GESTURE,4,Wrist Extension,1.000,15,99.11,8.31,609.87,55.83,29.46,14.29
S01,4,7,30486,35486,GESTURE,4,Wrist Extension,0.665,18,111.89,1.53,536.33,7.58,3.76,0.00
S01,4,8,35486,40486,GESTURE,4,Wrist Extension,0.942,15,94.84,11.19,641.87,81.57,59.73,28.57
S01,4,9,40486,45486,REST,-1,REST,0.034,14,87.64,3.72,685.86,31.16,23.57,7.69
S01,4,10,45486,50486,GESTURE,2,Hand Open,1.000,14,88.55,3.70,678.86,30.95,25.26,7.69
S01,4,11,50486,55486,GESTURE,2,Hand Open,0.669,14,89.64,6.64,673.29,55.85,40.25,23.08
S01,4,12,55486,60486,GESTURE,2,Hand Open,0.957,14,92.03,8.37,657.57,64.01,35.64,23.08
S01,4,13,60486,65486,REST,-1,REST,0.009,14,93.77,4.49,641.43,34.11,18.78,0.00
S01,4,14,65486,70486,GESTURE,9,Flexion of Thumb,1.000,15,92.25,1.94,650.67,14.05,10.99,0.00
S01,4,15,70486,75486,GESTURE,9,Flexion of Thumb,0.677,14,95.91,6.51,628.71,48.46,38.51,15.38
S01,4,16,75486,80486,GESTURE,9,Flexion of Thumb,0.973,15,98.64,13.16,622.27,109.00,85.21,21.43
S01,4,17,80486,85486,REST,-1,REST,0.001,16,97.71,2.15,614.38,14.11,11.97,0.00
S01,4,18,85486,90486,GESTURE,1,Hand Close,1.000,13,87.12,15.03,710.46,132.91,118.19,33.33
S01,4,19,90486,95486,GESTURE,1,Hand Close,0.671,14,92.85,3.20,647.00,23.75,16.04,0.00
S01,4,20,95486,100486,GESTURE,1,Hand Close,0.991,16,97.59,2.23,615.12,14.35,10.30,0.00
S01,4,21,100486,105486,REST,-1,REST,0.000,14,89.72,11.88,681.29,98.60,55.65,30.77
S01,4,22,105486,110486,GESTURE,10,Flexion of Middle Finger,0.978,14,90.55,4.23,664.14,33.43,19.38,0.00
S01,4,23,110486,115486,GESTURE,10,Flexion of Middle Finger,0.672,13,89.20,5.83,675.54,45.96,30.56,8.33
S01,4,24,115486,120486,GESTURE,10,Flexion of Middle Finger,1.000,15,94.45,6.38,638.27,46.35,28.69,7.14
S01,4,25,120486,125486,REST,-1,REST,0.015,15,97.66,3.92,615.33,24.92,19.16,7.14
S01,4,26,125486,130486,GESTURE,8,Tripod Grasp,0.948,14,90.18,2.50,665.86,19.32,20.95,0.00
S01,4,27,130486,135486,GESTURE,8,Tripod Grasp,0.670,14,91.25,3.27,658.43,25.02,18.97,0.00
S01,4,28,135486,140486,GESTURE,8,Tripod Grasp,0.939,14,90.04,9.74,674.86,81.99,85.35,23.08
S01,4,29,140486,145486,REST,-1,REST,0.034,16,103.12,5.60,583.62,33.68,13.73,0.00
S01,4,30,145486,150486,GESTURE,3,Wrist Flexion,1.000,16,99.60,7.22,605.88,49.92,32.04,13.33
S01,4,31,150486,155486,GESTURE,3,Wrist Flexion,0.674,15,97.46,13.51,633.33,134.02,133.93,21.43
S01,4,32,155486,160486,GESTURE,3,Wrist Flexion,0.957,14,92.47,7.47,653.71,62.38,32.30,7.69
S01,4,33,160486,165486,REST,-1,REST,0.015,14,93.18,5.91,646.43,41.57,17.97,0.00
S01,4,34,165486,170486,GESTURE,5,Pointing Index,1.000,14,87.20,6.74,692.14,54.61,37.93,7.69
S01,4,35,170486,175486,GESTURE,5,Pointing Index,0.670,13,85.25,4.10,705.54,36.58,29.33,16.67
S01,4,36,175486,180486,GESTURE,5,Pointing Index,0.977,13,90.04,6.87,670.46,55.61,27.45,8.33
S01,4,37,180486,185486,REST,-1,REST,0.000,14,90.33,6.55,668.14,56.47,32.89,15.38
S01,4,38,185486,190486,GESTURE,7,Flexion of Little Finger,0.993,14,91.18,3.53,659.00,26.56,20.61,0.00
S01,4,39,190486,195486,GESTURE,7,Flexion of Little Finger,0.673,15,91.46,3.75,657.07,26.94,14.77,0.00
S01,4,40,195486,200486,GESTURE,7,Flexion of Little Finger,0.996,15,99.92,3.77,601.33,23.97,13.86,0.00
S01,4,41,200486,205486,REST,-1,REST,0.000,18,113.35,3.68,529.89,17.93,6.38,0.00
S01,4,42,205486,210486,GESTURE,6,Cut Something,0.970,19,122.59,6.55,490.95,28.90,12.47,0.00
S01,4,43,210486,215486,GESTURE,6,Cut Something,0.667,15,93.27,7.20,647.33,54.39,36.94,21.43
S01,4,44,215486,220486,GESTURE,6,Cut Something,1.000,13,86.34,10.28,703.85,80.30,140.98,25.00
S01,5,1,447,5447,REST,-1,REST,0.000,15,90.43,4.35,665.07,34.02,26.38,7.14
S01,5,2,5447,10447,REST,-1,REST,0.000,13,87.30,6.70,691.38,56.00,36.80,16.67
S01,5,3,10447,15447,REST,-1,REST,0.000,13,85.28,3.30,704.62,28.78,21.73,8.33
S01,5,4,15447,20447,REST,-1,REST,0.000,14,88.16,1.65,680.86,13.24,14.73,0.00
S01,5,5,20447,25447,REST,-1,REST,0.032,14,91.68,1.91,654.71,14.09,12.82,0.00
S01,5,6,25447,30447,GESTURE,8,Tripod Grasp,1.000,14,91.89,1.97,653.29,14.50,13.53,0.00
S01,5,7,30447,35447,GESTURE,8,Tripod Grasp,0.670,15,92.82,4.13,647.73,29.91,17.48,0.00
S01,5,8,35447,40447,GESTURE,8,Tripod Grasp,0.945,13,85.53,5.08,704.00,43.37,31.93,8.33
S01,5,9,40447,45447,REST,-1,REST,0.029,14,91.02,2.07,659.57,15.79,17.27,0.00
S01,5,10,45447,50447,GESTURE,9,Flexion of Thumb,1.000,15,90.85,5.56,662.93,42.97,28.18,14.29
S01,5,11,50447,55447,GESTURE,9,Flexion of Thumb,0.665,13,88.83,3.43,676.46,26.83,13.49,0.00
S01,5,12,55447,60447,GESTURE,9,Flexion of Thumb,0.968,15,93.65,4.14,642.00,30.85,20.36,0.00
S01,5,13,60447,65447,REST,-1,REST,0.000,14,93.03,4.96,646.71,34.65,24.24,7.69
S01,5,14,65447,70447,GESTURE,1,Hand Close,0.996,14,87.41,2.75,687.14,22.69,23.80,7.69
S01,5,15,70447,75447,GESTURE,1,Hand Close,0.675,14,86.96,2.53,690.57,20.98,20.52,0.00
S01,5,16,75447,80447,GESTURE,1,Hand Close,0.992,13,86.22,3.60,697.08,30.27,23.16,0.00
S01,5,17,80447,85447,REST,-1,REST,0.000,14,88.13,3.82,682.14,31.17,21.71,0.00
S01,5,18,85447,90447,GESTURE,5,Pointing Index,0.978,13,85.48,5.24,704.62,46.10,20.36,0.00
S01,5,19,90447,95447,GESTURE,5,Pointing Index,0.675,13,83.34,4.44,722.00,40.53,20.03,0.00
S01,5,20,95447,100447,GESTURE,5,Pointing Index,1.000,13,86.85,1.55,691.08,13.05,19.59,0.00
S01,5,21,100447,105447,REST,-1,REST,0.007,14,90.76,6.09,664.00,45.42,34.01,7.69
S01,5,22,105447,110447,GESTURE,10,Flexion of Middle Finger,0.962,13,86.99,7.59,694.31,54.94,61.93,16.67
S01,5,23,110447,115447,GESTURE,10,Flexion of Middle Finger,0.677,13,83.97,5.16,717.38,48.25,37.55,25.00
S01,5,24,115447,120447,GESTURE,10,Flexion of Middle Finger,0.875,14,88.76,5.80,679.00,48.40,27.70,15.38
S01,5,25,120447,125447,REST,-1,REST,0.102,14,87.76,3.56,684.86,29.24,22.47,0.00
S01,5,26,125447,130447,GESTURE,3,Wrist Flexion,1.000,14,92.42,1.58,649.43,11.43,10.36,0.00
S01,5,27,130447,135447,GESTURE,3,Wrist Flexion,0.676,14,91.83,4.52,655.00,34.31,24.18,0.00
S01,5,28,135447,140447,GESTURE,3,Wrist Flexion,0.896,14,88.05,5.15,683.86,43.53,27.26,7.69
S01,5,29,140447,145447,REST,-1,REST,0.080,14,90.60,1.93,662.57,14.75,15.63,0.00
S01,5,30,145447,150447,GESTURE,6,Cut Something,1.000,14,89.07,3.38,674.57,26.73,11.97,0.00
S01,5,31,150447,155447,GESTURE,6,Cut Something,0.673,14,92.36,2.14,650.00,15.85,12.15,0.00
S01,5,32,155447,160447,GESTURE,6,Cut Something,0.910,15,91.97,1.23,652.53,9.12,9.50,0.00
S01,5,33,160447,165447,REST,-1,REST,0.058,14,90.57,5.00,664.43,37.24,17.71,0.00
S01,5,34,165447,170447,GESTURE,2,Hand Open,1.000,15,98.54,2.94,609.47,19.13,10.73,0.00
S01,5,35,170447,175447,GESTURE,2,Hand Open,0.669,12,79.15,11.11,774.17,121.74,123.80,36.36
S01,5,36,175447,180447,GESTURE,2,Hand Open,0.925,14,87.94,4.94,684.43,39.91,22.03,0.00
S01,5,37,180447,185447,REST,-1,REST,0.044,14,88.23,2.67,680.71,21.82,14.26,0.00
S01,5,38,185447,190447,GESTURE,7,Flexion of Little Finger,1.000,14,90.93,4.04,661.14,30.97,17.15,0.00
S01,5,39,190447,195447,GESTURE,7,Flexion of Little Finger,0.671,13,87.41,3.42,687.54,29.02,21.43,0.00
S01,5,40,195447,200447,GESTURE,7,Flexion of Little Finger,0.937,14,87.17,4.73,690.43,40.29,23.98,7.69
S01,5,41,200447,205447,REST,-1,REST,0.035,13,83.82,2.23,716.31,20.01,23.18,0.00
S01,5,42,205447,210447,GESTURE,4,Wrist Extension,1.000,14,90.59,2.20,662.71,16.65,11.49,0.00
S01,5,43,210447,215447,GESTURE,4,Wrist Extension,0.673,14,91.68,1.29,654.57,9.52,10.30,0.00
S01,6,1,189,5189,REST,-1,REST,0.000,15,91.90,2.74,653.47,20.28,13.93,0.00
S01,6,2,5189,10189,REST,-1,REST,0.000,14,93.17,3.66,645.00,26.00,15.13,0.00
S01,6,3,10189,15189,REST,-1,REST,0.000,13,85.51,9.04,709.85,80.78,52.29,25.00
S01,6,4,15189,20189,REST,-1,REST,0.000,14,90.01,1.34,666.71,10.31,12.42,0.00
S01,6,5,20189,25189,REST,-1,REST,0.007,14,89.74,2.08,669.00,16.34,14.21,0.00
S01,6,6,25189,30189,GESTURE,6,Cut Something,1.000,14,88.21,4.23,681.71,33.49,16.98,0.00
S01,6,7,30189,35189,GESTURE,6,Cut Something,0.666,13,85.67,4.89,702.77,44.26,19.44,0.00
S01,6,8,35189,40189,GESTURE,6,Cut Something,0.988,13,81.28,5.01,741.23,51.03,42.72,25.00
S01,6,9,40189,45189,REST,-1,REST,0.000,14,91.53,6.09,658.57,48.04,20.43,0.00
S01,6,10,45189,50189,GESTURE,1,Hand Close,0.980,14,89.40,1.94,671.43,15.02,10.94,0.00
S01,6,11,50189,55189,GESTURE,1,Hand Close,0.673,13,85.73,7.34,705.23,65.55,39.60,25.00
S01,6,12,55189,60189,GESTURE,1,Hand Close,1.000,13,86.06,3.41,698.31,29.05,26.01,8.33
S01,6,13,60189,65189,REST,-1,REST,0.007,14,87.01,3.30,690.57,27.70,13.99,0.00
S01,6,14,65189,70189,GESTURE,8,Tripod Grasp,0.963,13,87.54,2.61,686.00,21.74,14.75,0.00
S01,6,15,70189,75189,GESTURE,8,Tripod Grasp,0.677,14,85.57,8.84,709.43,83.59,53.45,15.38
S01,6,16,75189,80189,GESTURE,8,Tripod Grasp,1.000,14,91.24,2.53,658.14,20.48,19.17,7.69
S01,6,17,80189,85189,REST,-1,REST,0.014,13,86.85,5.05,693.23,42.49,18.48,0.00
S01,6,18,85189,90189,GESTURE,4,Wrist Extension,0.956,14,87.93,4.29,684.14,38.43,23.58,7.69
S01,6,19,90189,95189,GESTURE,4,Wrist Extension,0.672,14,91.30,3.52,658.14,26.71,14.00,0.00
S01,6,20,95189,100189,GESTURE,4,Wrist Extension,1.000,15,95.75,4.68,628.13,31.30,10.93,0.00
S01,6,21,100189,105189,REST,-1,REST,0.033,14,92.87,4.69,647.71,33.77,24.29,0.00
S01,6,22,105189,110189,GESTURE,5,Pointing Index,0.934,14,88.13,4.09,682.29,33.36,14.63,0.00
S01,6,23,110189,115189,GESTURE,5,Pointing Index,0.666,13,86.41,4.42,696.15,36.50,20.70,0.00
S01,6,24,115189,120189,GESTURE,5,Pointing Index,1.000,14,87.17,5.41,691.00,44.89,22.15,0.00
S01,6,25,120189,125189,REST,-1,REST,0.164,14,91.84,5.84,656.29,48.43,54.13,15.38
S01,6,26,125189,130189,GESTURE,9,Flexion of Thumb,1.000,13,86.09,6.50,701.08,57.31,23.41,8.33
S01,6,27,135253,140253,GESTURE,9,Flexion of Thumb,0.873,14,89.49,6.95,675.29,65.22,49.90,15.38
S01,6,28,140253,145253,REST,-1,REST,0.099,14,89.90,9.61,675.00,73.59,35.34,15.38
S01,6,29,145253,150253,GESTURE,7,Flexion of Little Finger,1.000,15,92.91,6.24,648.80,46.72,26.61,7.14
S01,6,30,150253,155253,GESTURE,7,Flexion of Little Finger,1.000,14,91.71,1.70,654.43,12.70,10.67,0.00
S01,6,31,155253,160253,GESTURE,7,Flexion of Little Finger,1.000,12,80.19,8.31,756.33,81.97,50.57,45.45
S01,6,32,160253,165253,GESTURE,7,Flexion of Little Finger,1.000,14,86.36,4.66,696.86,40.25,29.02,7.69
S01,6,33,165253,170253,GESTURE,7,Flexion of Little Finger,1.000,13,87.99,2.60,682.46,20.93,14.63,0.00
S01,6,34,170253,175253,GESTURE,7,Flexion of Little Finger,0.750,14,88.37,1.44,679.14,11.41,12.87,0.00
S01,6,35,175253,180253,GESTURE,7,Flexion of Little Finger,0.919,14,89.50,1.58,670.57,12.26,14.82,0.00
S01,6,36,180253,185253,REST,-1,REST,0.412,14,89.79,5.13,670.43,40.38,15.45,0.00
S01,6,37,185253,190253,GESTURE,2,Hand Open,0.560,12,82.31,16.84,762.33,174.76,179.95,36.36
S01,6,38,190253,195253,GESTURE,2,Hand Open,0.767,13,86.22,2.15,696.31,18.14,13.72,0.00
S01,6,39,195253,200253,GESTURE,2,Hand Open,0.902,13,84.59,5.83,712.77,52.94,46.68,16.67
S01,6,40,200253,205253,REST,-1,REST,0.428,13,84.32,7.21,717.54,73.56,62.85,8.33
S01,6,41,205253,210253,GESTURE,10,Flexion of Middle Finger,0.543,12,79.49,6.55,760.00,65.46,32.76,9.09
S01,6,42,210253,215253,GESTURE,10,Flexion of Middle Finger,0.790,13,82.26,3.88,731.08,36.26,21.20,0.00
S01,6,43,215253,220253,GESTURE,10,Flexion of Middle Finger,0.883,14,89.58,3.55,670.86,28.15,12.20,0.00
S01,6,44,220253,225253,REST,-1,REST,0.442,14,88.77,2.45,676.43,19.50,16.67,0.00
S01,6,45,225253,230253,GESTURE,3,Wrist Flexion,0.532,14,89.40,4.54,672.86,35.55,21.20,7.69
S01,6,46,230253,235253,GESTURE,3,Wrist Flexion,0.798,14,92.58,2.46,648.57,17.76,8.36,0.00
S01,6,47,235253,240253,GESTURE,3,Wrist Flexion,0.869,15,93.67,1.44,640.67,10.13,7.58,0.00
S01,7,1,450,5450,REST,-1,REST,0.000,13,83.35,6.48,724.31,60.28,42.09,33.33
S01,7,2,5450,10450,REST,-1,REST,0.000,15,92.22,2.02,650.93,15.19,12.34,0.00
S01,7,3,10450,15450,REST,-1,REST,0.000,15,95.35,3.26,630.00,22.73,16.14,0.00
S01,7,4,15450,20450,REST,-1,REST,0.000,12,81.41,9.25,746.00,82.84,52.53,18.18
S01,7,5,20450,25450,REST,-1,REST,0.047,13,81.14,7.66,746.31,75.25,50.73,8.33
S01,7,6,25450,30450,GESTURE,6,Cut Something,1.000,13,86.90,5.18,693.08,46.39,18.22,0.00
S01,7,7,30450,35450,GESTURE,6,Cut Something,0.671,14,92.63,2.68,648.29,19.78,10.71,0.00
S01,7,8,35450,40450,GESTURE,6,Cut Something,0.945,14,91.10,3.63,659.71,27.98,18.52,0.00
S01,7,9,40450,45450,REST,-1,REST,0.022,15,92.08,2.91,652.27,21.51,12.27,0.00
S01,7,10,45450,50450,GESTURE,4,Wrist Extension,1.000,15,94.49,2.12,635.33,14.55,6.99,0.00
S01,7,11,50450,55450,GESTURE,4,Wrist Extension,0.671,13,89.02,3.55,675.08,28.28,21.71,8.33
S01,7,12,55450,60450,GESTURE,4,Wrist Extension,0.967,14,85.73,3.90,701.29,32.39,24.20,7.69
S01,7,13,60450,65450,REST,-1,REST,0.009,14,90.22,3.44,666.00,25.65,12.90,0.00
S01,7,14,65450,70450,GESTURE,1,Hand Close,1.000,13,86.34,4.67,697.08,41.32,35.38,25.00
S01,7,15,70450,75450,GESTURE,1,Hand Close,0.673,14,87.30,3.81,688.57,31.26,22.62,0.00
S01,7,16,75450,80450,GESTURE,1,Hand Close,0.975,14,90.14,2.75,666.29,22.54,17.92,7.69
S01,7,17,80450,85450,REST,-1,REST,0.002,13,86.54,6.69,697.69,59.15,37.30,16.67
S01,7,18,85450,90450,GESTURE,10,Flexion of Middle Finger,1.000,14,92.40,6.77,653.00,51.82,23.92,7.69
S01,7,19,90450,95450,GESTURE,10,Flexion of Middle Finger,0.674,13,84.42,6.56,715.23,59.92,32.92,8.33
S01,7,20,95450,100450,GESTURE,10,Flexion of Middle Finger,0.983,14,85.96,9.23,707.14,88.70,61.06,30.77
S01,7,21,100450,105450,REST,-1,REST,0.000,13,88.74,6.31,679.85,54.82,42.23,25.00
S01,7,22,105450,110450,GESTURE,7,Flexion of Little Finger,0.987,13,84.62,5.60,712.00,46.68,28.44,8.33
S01,7,23,110450,115450,GESTURE,7,Flexion of Little Finger,0.676,14,86.13,4.32,698.43,36.57,21.02,0.00
S01,7,24,115450,120450,GESTURE,7,Flexion of Little Finger,0.987,13,86.11,8.80,704.77,82.33,79.80,25.00
S01,7,25,120450,125450,REST,-1,REST,0.000,14,88.58,3.92,678.71,31.61,19.22,0.00
S01,7,26,125450,130450,GESTURE,8,Tripod Grasp,0.987,14,90.72,7.09,665.57,55.62,19.49,0.00
S01,7,27,130450,135450,GESTURE,8,Tripod Grasp,1.000,13,86.15,8.77,704.46,82.56,71.79,33.33
S01,7,28,135450,140450,GESTURE,8,Tripod Grasp,0.675,14,90.48,5.69,665.86,45.55,19.42,7.69
S01,7,29,140450,145450,GESTURE,8,Tripod Grasp,1.000,14,90.40,3.49,664.71,27.27,24.00,7.69
S01,7,30,145450,150450,REST,-1,REST,0.309,14,87.56,5.79,688.43,49.73,29.44,7.69
S01,7,31,150450,155450,REST,-1,REST,0.207,13,87.27,8.04,693.69,70.29,43.39,25.00
S01,7,32,155450,160450,GESTURE,9,Flexion of Thumb,1.000,15,93.46,12.34,655.33,105.27,89.22,14.29
S01,7,33,160450,165450,GESTURE,9,Flexion of Thumb,0.671,14,93.01,4.19,646.43,30.45,21.45,0.00
S01,7,34,165450,170450,GESTURE,9,Flexion of Thumb,0.777,14,91.88,10.98,663.00,87.17,52.91,30.77
S01,7,35,170450,175450,REST,-1,REST,0.440,13,86.06,6.99,702.46,68.03,74.19,16.67
S01,7,36,175450,180450,GESTURE,5,Pointing Index,0.887,14,88.41,8.04,684.71,69.63,20.28,0.00
S01,7,37,180450,185450,GESTURE,5,Pointing Index,0.782,14,93.23,2.68,644.14,19.93,15.85,0.00
S01,7,38,185450,190450,GESTURE,5,Pointing Index,0.542,14,90.32,2.66,664.86,20.12,12.85,0.00
S01,7,39,190450,195450,REST,-1,REST,0.434,14,89.70,3.05,669.71,23.91,18.94,0.00
S01,7,40,195450,200450,GESTURE,2,Hand Open,0.899,15,93.27,2.51,643.73,17.92,12.93,0.00
S01,7,41,200450,205450,GESTURE,2,Hand Open,0.771,13,89.11,3.13,674.15,24.53,19.11,0.00
S01,7,42,205450,210450,GESTURE,2,Hand Open,0.555,15,90.35,3.49,665.07,27.00,17.50,0.00
S01,7,43,210450,215450,REST,-1,REST,0.420,14,88.52,8.13,683.86,68.73,39.25,23.08
S01,7,44,215450,220450,GESTURE,3,Wrist Flexion,0.912,14,90.10,3.43,666.86,25.96,13.78,0.00
S01,7,45,220450,225450,GESTURE,3,Wrist Flexion,0.754,15,92.38,5.40,651.73,39.68,22.48,0.00
S01,8,1,207,5207,REST,-1,REST,0.000,13,83.53,10.81,734.77,133.63,135.65,25.00
S01,8,2,5207,10207,REST,-1,REST,0.000,13,84.69,7.35,714.15,68.55,29.17,8.33
S01,8,3,10207,15207,REST,-1,REST,0.000,14,89.70,4.15,670.29,30.98,16.20,0.00
S01,8,4,15207,20207,REST,-1,REST,0.000,12,80.98,6.00,744.67,52.47,23.76,0.00
S01,8,5,20207,25207,REST,-1,REST,0.000,14,84.89,4.77,709.00,40.11,22.41,0.00
S01,8,6,25207,30207,GESTURE,8,Tripod Grasp,0.993,13,88.15,1.10,680.77,8.89,7.46,0.00
S01,8,7,30207,35207,GESTURE,8,Tripod Grasp,0.669,14,87.53,4.45,687.29,36.94,22.86,7.69
S01,8,8,35207,40207,GESTURE,8,Tripod Grasp,1.000,14,89.63,3.35,670.43,27.59,17.82,7.69
S01,8,9,40207,45207,REST,-1,REST,0.003,14,90.95,2.00,660.00,14.90,16.11,0.00
S01,8,10,45207,50207,GESTURE,4,Wrist Extension,0.970,14,91.72,4.03,655.43,30.45,15.75,0.00
S01,8,11,50207,55207,GESTURE,4,Wrist Extension,0.665,14,88.85,5.44,677.86,43.28,33.35,15.38
S01,8,12,55207,60207,GESTURE,4,Wrist Extension,1.000,14,94.81,3.97,634.00,28.38,18.97,0.00
S01,8,13,60207,65207,REST,-1,REST,0.016,14,86.21,6.11,699.86,57.32,42.55,23.08
S01,8,14,65207,70207,GESTURE,5,Pointing Index,0.950,13,84.52,1.60,710.15,13.96,14.45,0.00
S01,8,15,70207,75207,GESTURE,5,Pointing Index,0.669,13,87.59,4.21,686.62,35.33,31.02,8.33
S01,8,16,75207,80207,GESTURE,5,Pointing Index,1.000,15,95.13,5.69,633.07,40.71,13.59,0.00
S01,8,17,80207,85207,REST,-1,REST,0.031,13,85.80,4.44,701.23,38.67,24.37,8.33
S01,8,18,85207,90207,GESTURE,6,Cut Something,0.938,13,83.76,9.10,725.69,89.73,62.72,25.00
S01,8,19,90207,95207,GESTURE,6,Cut Something,0.671,14,87.39,5.15,689.14,45.04,26.46,7.69
S01,8,20,95207,100207,GESTURE,6,Cut Something,1.000,14,90.20,4.80,667.14,38.00,20.69,7.69
S01,8,21,100207,105207,REST,-1,REST,0.044,13,89.11,8.33,680.15,76.08,45.04,25.00
S01,8,22,105207,110207,GESTURE,10,Flexion of Middle Finger,0.924,13,85.98,7.29,703.08,64.52,29.34,16.67
S01,8,23,110207,115207,GESTURE,10,Flexion of Middle Finger,0.667,13,84.93,2.57,707.08,21.84,17.02,0.00
S01,8,24,115207,120207,GESTURE,10,Flexion of Middle Finger,1.000,14,90.10,4.23,667.43,33.44,24.30,7.69
S01,8,25,120207,125207,REST,-1,REST,0.068,13,81.40,6.29,741.54,60.07,32.88,8.33
S01,8,26,125207,130207,GESTURE,2,Hand Open,0.906,12,83.99,5.00,717.00,46.65,24.62,9.09
S01,8,27,130207,135207,GESTURE,2,Hand Open,0.670,14,85.19,3.39,705.43,29.17,22.01,0.00
