subject,repetition,window_id,start_sample,end_sample,label,gesture_id,gesture_name,action_ratio,n_rr,mean_hr_bpm,std_hr_bpm,mean_rr_ms,sdnn_ms,rmssd_ms,pnn50_pct
S16,5,37,185226,190226,GESTURE,5,Pointing Index,0.963,13,85.43,4.17,704.00,35.67,37.00,16.67
S16,5,38,190226,195226,GESTURE,5,Pointing Index,0.668,13,84.15,3.97,714.62,35.61,40.24,25.00
S16,5,39,195226,200226,GESTURE,5,Pointing Index,1.000,14,86.47,6.12,697.29,50.36,44.39,23.08
S16,5,40,200226,205226,REST,-1,REST,0.021,14,91.08,7.20,662.71,52.53,59.69,61.54
S16,5,41,205226,210226,GESTURE,8,Tripod Grasp,0.950,13,88.30,4.79,681.54,38.56,41.38,16.67
S16,5,42,210226,215226,GESTURE,8,Tripod Grasp,0.668,14,89.47,8.67,678.43,84.80,83.64,38.46
S16,6,1,267,5267,REST,-1,REST,0.000,16,103.76,26.37,605.38,113.77,118.91,40.00
S16,6,2,5267,10267,REST,-1,REST,0.000,14,88.36,5.44,681.57,43.28,30.81,7.69
S16,6,3,10267,15267,REST,-1,REST,0.000,14,94.43,7.12,639.00,49.43,20.46,0.00
S16,6,4,15267,20267,REST,-1,REST,0.000,14,86.17,5.44,699.14,47.23,25.83,7.69
S16,6,5,20267,25267,REST,-1,REST,0.021,14,99.51,28.69,636.86,122.75,134.39,23.08
S16,6,6,25267,30267,GESTURE,6,Cut Something,1.000,14,90.06,2.79,666.86,21.25,11.01,0.00
S16,6,7,30267,35267,GESTURE,6,Cut Something,0.672,14,86.34,6.64,699.00,54.73,24.76,7.69
S16,6,8,35267,40267,GESTURE,6,Cut Something,0.960,13,86.75,3.69,692.92,31.76,43.51,16.67
S16,6,9,40267,45267,REST,-1,REST,0.015,13,85.18,6.66,708.62,56.32,21.67,0.00
S16,6,10,45267,50267,GESTURE,9,Flexion of Thumb,1.000,13,82.11,2.54,731.38,23.24,26.97,8.33
S16,6,11,50267,55267,GESTURE,9,Flexion of Thumb,0.673,13,85.24,6.25,707.69,54.31,27.60,0.00
S16,6,12,55267,60267,GESTURE,9,Flexion of Thumb,0.965,12,81.33,2.92,738.67,27.87,19.36,0.00
S16,6,13,60267,65267,REST,-1,REST,0.007,14,85.27,3.11,704.57,27.08,23.17,0.00
S16,6,14,65267,70267,GESTURE,8,Tripod Grasp,1.000,13,87.92,6.13,685.54,46.86,33.60,16.67
S16,6,15,70267,75267,GESTURE,8,Tripod Grasp,0.671,14,87.48,5.19,688.29,42.22,23.94,0.00
S16,6,16,75267,80267,GESTURE,8,Tripod Grasp,0.979,14,89.83,4.95,670.00,38.78,33.65,7.69
S16,6,17,80267,85267,REST,-1,REST,0.000,14,89.62,6.86,673.29,51.28,38.30,15.38
S16,6,18,85267,90267,GESTURE,5,Pointing Index,0.992,14,91.34,4.57,658.57,34.49,17.37,0.00
S16,6,19,90267,95267,GESTURE,5,Pointing Index,0.673,13,87.28,3.82,688.77,31.70,39.34,16.67
S16,6,20,95267,100267,GESTURE,5,Pointing Index,0.994,14,91.47,9.03,662.57,70.05,40.88,15.38
S16,6,21,100267,105267,REST,-1,REST,0.000,13,86.63,5.43,695.38,46.59,33.88,25.00
S16,6,22,105267,110267,GESTURE,2,Hand Open,0.975,13,83.15,5.00,724.15,44.22,35.57,8.33
S16,6,23,110267,115267,GESTURE,2,Hand Open,0.670,15,92.19,4.36,652.27,31.46,20.49,0.00
S16,6,24,115267,120267,GESTURE,2,Hand Open,1.000,13,86.41,3.06,695.23,25.61,26.24,0.00
S16,6,25,120267,125267,REST,-1,REST,0.066,13,82.35,6.58,734.31,74.89,59.04,16.67
S16,6,26,125267,130267,GESTURE,10,Flexion of Middle Finger,0.906,14,95.04,6.41,634.43,47.92,22.39,7.69
S16,6,27,130267,135267,GESTURE,10,Flexion of Middle Finger,0.663,14,89.11,6.46,676.71,48.61,27.07,0.00
S16,6,28,142707,147707,REST,-1,REST,0.376,13,85.32,16.71,748.31,240.35,371.74,33.33
S16,6,29,147707,152707,GESTURE,7,Flexion of Little Finger,0.948,12,82.71,14.50,758.33,203.31,281.27,18.18
S16,6,30,152707,157707,GESTURE,7,Flexion of Little Finger,0.582,13,82.58,7.21,731.54,59.90,34.15,16.67
S16,6,31,157707,162707,GESTURE,7,Flexion of Little Finger,0.748,13,85.11,5.28,707.69,45.59,19.80,0.00
S16,6,32,162707,167707,REST,-1,REST,0.224,14,86.51,4.57,695.43,36.74,28.48,7.69
S16,6,33,167707,172707,GESTURE,4,Wrist Extension,1.000,13,84.97,3.32,707.23,29.66,21.40,0.00
S16,6,34,172707,177707,GESTURE,4,Wrist Extension,0.663,13,85.70,5.11,702.62,44.06,27.53,16.67
S16,6,35,177707,182707,GESTURE,4,Wrist Extension,0.767,12,82.00,13.80,756.33,158.44,235.72,45.45
S16,6,36,182707,187707,REST,-1,REST,0.209,14,90.70,5.57,664.14,44.24,24.81,0.00
S16,6,37,187707,192707,GESTURE,3,Wrist Flexion,1.000,13,84.30,3.87,713.23,33.14,18.43,0.00
S16,6,38,192707,197707,GESTURE,3,Wrist Flexion,0.677,14,87.57,8.29,691.29,66.89,30.92,15.38
S16,6,39,197707,202707,GESTURE,3,Wrist Flexion,0.776,14,93.82,5.16,641.43,36.11,20.58,0.00
S16,6,40,202707,207707,REST,-1,REST,0.198,15,95.97,16.30,638.00,79.67,98.67,28.57
S16,6,41,207707,212707,GESTURE,1,Hand Close,1.000,15,95.77,2.47,626.93,16.61,14.16,0.00
S16,6,42,212707,217707,GESTURE,1,Hand Close,0.672,14,93.76,1.79,640.14,12.81,12.28,0.00
S16,7,1,378,5378,REST,-1,REST,0.000,15,92.56,4.95,650.13,36.64,23.87,0.00
S16,7,2,5378,10378,REST,-1,REST,0.000,14,90.60,7.48,666.86,57.69,60.37,30.77
S16,7,3,10378,15378,REST,-1,REST,0.000,13,97.56,16.95,648.62,206.91,192.47,33.33
S16,7,4,15378,20378,REST,-1,REST,0.000,15,93.62,10.44,648.67,73.03,86.08,35.71
S16,7,5,20378,25378,REST,-1,REST,0.022,12,82.28,2.15,729.67,19.31,27.54,0.00
S16,7,6,25378,30378,GESTURE,4,Wrist Extension,1.000,13,82.42,2.99,728.92,26.89,21.13,0.00
S16,7,7,30378,35378,GESTURE,4,Wrist Extension,0.676,14,88.54,5.65,680.43,44.72,32.64,15.38
S16,7,8,35378,40378,GESTURE,4,Wrist Extension,0.959,14,91.06,3.99,660.14,29.56,23.71,0.00
S16,7,9,40378,45378,REST,-1,REST,0.010,13,86.12,3.99,698.15,32.83,39.85,16.67
S16,7,10,45378,50378,GESTURE,7,Flexion of Little Finger,1.000,14,88.54,1.40,677.86,11.22,10.39,0.00
S16,7,11,50378,55378,GESTURE,7,Flexion of Little Finger,0.676,15,92.97,4.73,646.93,32.42,35.02,21.43
S16,7,12,55378,60378,GESTURE,7,Flexion of Little Finger,0.973,14,92.25,4.03,651.71,30.27,23.95,7.69
S16,7,13,60378,65378,REST,-1,REST,0.000,14,92.50,3.55,649.57,25.83,27.95,7.69
S16,7,14,65378,70378,GESTURE,5,Pointing Index,1.000,14,88.59,3.87,678.57,31.22,25.88,7.69
S16,7,15,70378,75378,GESTURE,5,Pointing Index,0.668,14,88.73,8.00,681.86,65.10,35.31,15.38
S16,7,16,75378,80378,GESTURE,5,Pointing Index,1.000,14,91.55,4.88,657.29,37.56,17.02,0.00
S16,7,17,80378,85378,REST,-1,REST,0.001,13,87.08,3.30,690.00,26.83,26.73,8.33
S16,7,18,85378,90378,GESTURE,9,Flexion of Thumb,0.969,14,89.00,3.93,675.43,30.32,26.43,0.00
S16,7,19,90378,95378,GESTURE,9,Flexion of Thumb,0.671,13,84.38,3.17,712.15,29.41,42.66,16.67
S16,7,20,95378,100378,GESTURE,9,Flexion of Thumb,1.000,15,94.39,8.21,640.93,62.85,26.57,7.14
S16,7,21,100378,105378,REST,-1,REST,0.022,15,98.41,8.69,614.53,56.65,23.45,7.14
S16,7,22,105378,110378,GESTURE,2,Hand Open,0.947,14,93.32,3.96,644.14,28.80,22.52,0.00
S16,7,23,110378,115378,GESTURE,2,Hand Open,0.663,14,88.06,7.69,686.29,58.90,36.67,7.69
S16,7,24,115378,120378,GESTURE,2,Hand Open,1.000,14,91.88,9.50,660.14,71.88,38.35,15.38
S16,7,25,120378,125378,REST,-1,REST,0.054,15,97.12,15.08,632.13,97.89,97.29,28.57
S16,7,26,125378,130378,GESTURE,8,Tripod Grasp,0.910,13,84.40,4.62,713.08,41.33,32.46,0.00
S16,7,27,130378,135378,GESTURE,8,Tripod Grasp,0.669,13,82.44,2.55,728.46,22.91,22.79,8.33
S16,7,28,135378,140378,GESTURE,8,Tripod Grasp,1.000,12,82.35,4.54,730.83,42.09,27.43,0.00
S16,7,29,140378,145378,REST,-1,REST,0.140,14,92.43,18.40,665.86,88.06,116.58,23.08
S16,7,30,145378,150378,GESTURE,1,Hand Close,1.000,14,87.72,3.96,685.43,32.41,31.84,7.69
S16,7,31,150378,155378,GESTURE,1,Hand Close,0.667,14,87.52,3.33,686.57,26.64,20.75,0.00
S16,7,32,155378,160378,GESTURE,1,Hand Close,0.941,14,90.28,4.15,666.00,32.36,30.49,7.69
S16,7,33,160378,165378,REST,-1,REST,0.037,13,86.39,1.99,694.92,16.44,17.45,0.00
S16,7,34,165378,170378,GESTURE,6,Cut Something,1.000,13,85.96,4.71,700.15,40.92,20.68,0.00
S16,7,35,170378,175378,GESTURE,6,Cut Something,0.662,14,87.94,2.49,682.86,19.76,17.72,0.00
S16,7,36,175378,180378,GESTURE,6,Cut Something,0.965,14,94.04,4.24,639.29,29.80,21.21,0.00
S16,7,37,180378,185378,REST,-1,REST,0.005,14,87.25,6.91,691.86,54.74,28.14,7.69
S16,7,38,185378,190378,GESTURE,3,Wrist Flexion,1.000,15,95.71,7.59,630.93,52.81,28.40,14.29
S16,7,39,190378,195378,GESTURE,3,Wrist Flexion,0.669,14,93.12,4.84,646.00,34.09,23.57,7.69
S16,7,40,195378,200378,GESTURE,3,Wrist Flexion,0.985,13,85.25,7.28,708.46,56.77,35.54,16.67
S16,7,41,200378,205378,REST,-1,REST,0.000,15,91.73,5.66,656.53,40.92,24.92,0.00
S16,7,42,205378,210378,GESTURE,10,Flexion of Middle Finger,0.981,13,89.80,9.07,674.77,68.25,35.67,16.67
S16,7,43,210378,215378,GESTURE,10,Flexion of Middle Finger,0.663,14,87.91,4.09,684.00,32.61,24.24,7.69
S16,8,1,191,5191,REST,-1,REST,0.000,13,80.74,4.65,745.54,44.28,32.59,16.67
S16,8,2,5191,10191,REST,-1,REST,0.000,12,79.97,3.23,751.50,31.78,22.21,0.00
S16,8,3,10191,15191,REST,-1,REST,0.000,13,80.62,2.25,744.77,21.60,19.52,0.00
S16,8,4,15191,20191,REST,-1,REST,0.000,12,80.55,4.68,747.33,44.15,22.07,9.09
S16,8,5,20191,25191,REST,-1,REST,0.000,13,83.07,2.46,722.92,22.18,22.80,0.00
S16,8,6,25191,30191,GESTURE,8,Tripod Grasp,0.998,13,82.26,6.35,733.69,58.29,31.55,16.67
S16,8,7,30191,35191,GESTURE,8,Tripod Grasp,0.670,13,85.24,5.88,707.23,50.77,31.77,16.67
S16,8,8,35191,40191,GESTURE,8,Tripod Grasp,0.996,12,79.01,3.14,760.67,32.42,26.22,9.09
S16,8,9,40191,45191,REST,-1,REST,0.000,12,79.05,4.34,761.33,44.03,25.91,9.09
S16,8,10,45191,50191,GESTURE,1,Hand Close,0.974,12,80.15,2.56,749.33,24.93,18.77,0.00
S16,8,11,50191,55191,GESTURE,1,Hand Close,0.676,13,82.63,4.88,728.62,43.18,20.82,0.00
S16,8,12,55191,60191,GESTURE,1,Hand Close,1.000,13,86.13,4.87,698.77,40.21,27.96,0.00
S16,8,13,60191,65191,REST,-1,REST,0.004,13,79.56,1.90,754.62,18.63,10.60,0.00
S16,8,14,65191,70191,GESTURE,6,Cut Something,0.966,12,81.71,3.55,735.67,33.03,19.89,0.00
S16,8,15,70191,75191,GESTURE,6,Cut Something,0.676,13,84.16,5.90,716.31,50.79,20.33,0.00
S16,8,16,75191,80191,GESTURE,6,Cut Something,1.000,13,84.73,2.85,708.92,24.16,31.75,16.67
S16,8,17,80191,85191,REST,-1,REST,0.017,13,81.45,3.76,738.15,34.92,25.22,0.00
S16,8,18,85191,90191,GESTURE,3,Wrist Flexion,0.959,13,82.38,4.12,730.15,37.90,32.45,0.00
S16,8,19,90191,95191,GESTURE,3,Wrist Flexion,0.674,13,84.87,4.74,709.08,39.72,27.07,0.00
S16,8,20,95191,100191,GESTURE,3,Wrist Flexion,1.000,12,78.40,4.19,767.33,40.66,23.42,9.09
S16,8,21,100191,105191,REST,-1,REST,0.030,12,79.44,3.40,756.67,34.28,33.67,9.09
S16,8,22,105191,110191,GESTURE,5,Pointing Index,0.946,13,83.06,3.60,723.69,31.99,28.56,8.33
S16,8,23,110191,115191,GESTURE,5,Pointing Index,0.669,12,81.20,4.37,741.00,40.75,34.04,18.18
S16,8,24,115191,120191,GESTURE,5,Pointing Index,1.000,13,80.88,3.35,743.08,31.48,27.96,0.00
S16,8,25,120191,125191,REST,-1,REST,0.039,12,82.56,4.83,729.33,45.90,32.22,18.18
S16,8,26,125191,130191,GESTURE,2,Hand Open,0.933,14,86.39,3.10,695.43,25.88,26.31,0.00
S16,8,27,130191,135191,GESTURE,2,Hand Open,0.675,13,88.08,4.27,682.77,33.81,21.90,0.00
S16,8,28,135191,140191,GESTURE,2,Hand Open,1.000,13,81.46,3.01,737.54,27.82,21.74,0.00
S16,8,29,140191,145191,REST,-1,REST,0.051,12,81.43,2.69,737.67,25.14,24.86,0.00
S16,8,30,145191,150191,GESTURE,10,Flexion of Middle Finger,0.920,14,87.24,4.91,689.86,39.23,34.30,15.38
S16,8,31,150191,155191,GESTURE,10,Flexion of Middle Finger,0.674,14,88.95,7.52,679.29,58.15,31.49,7.69
S16,8,32,155191,160191,GESTURE,10,Flexion of Middle Finger,1.000,12,78.47,5.77,768.67,57.29,29.97,9.09
S16,8,33,160191,165191,REST,-1,REST,0.060,13,86.31,5.86,698.31,48.65,26.63,0.00
S16,8,34,165191,170191,GESTURE,9,Flexion of Thumb,0.917,12,79.46,14.08,783.67,175.11,242.75,27.27
S16,8,35,170191,175191,GESTURE,9,Flexion of Thumb,0.673,12,79.70,4.89,755.67,48.47,26.79,0.00
S16,8,36,175191,180191,GESTURE,9,Flexion of Thumb,1.000,12,79.30,3.54,758.17,35.16,20.87,0.00
S16,8,37,180191,185191,REST,-1,REST,0.068,14,88.36,3.61,680.14,28.26,27.18,15.38
S16,8,38,185191,190191,GESTURE,4,Wrist Extension,0.899,13,83.93,5.08,717.54,45.59,32.25,16.67
S16,8,39,190191,195191,GESTURE,4,Wrist Extension,0.668,13,84.30,2.39,712.31,20.72,26.78,8.33
S16,8,40,195191,200191,GESTURE,4,Wrist Extension,1.000,13,85.13,4.33,706.62,36.73,27.85,8.33
S16,8,41,200191,205191,REST,-1,REST,0.092,13,84.99,2.36,706.46,19.56,22.83,0.00
S16,8,42,205191,210191,GESTURE,7,Flexion of Little Finger,0.871,13,86.84,4.69,692.92,37.81,29.06,16.67
S16,8,43,210191,215191,GESTURE,7,Flexion of Little Finger,0.677,15,91.53,3.88,656.67,28.40,19.71,0.00
S16,8,44,215191,220191,GESTURE,7,Flexion of Little Finger,1.000,12,80.58,2.62,745.33,24.93,23.73,9.09
S16,9,1,332,5332,REST,-1,REST,0.000,14,86.14,3.84,697.86,31.57,16.08,0.00
S16,9,2,5332,10332,REST,-1,REST,0.000,13,87.38,5.05,688.92,40.75,25.28,0.00
S16,9,3,10332,15332,REST,-1,REST,0.000,13,85.14,7.61,710.46,67.17,38.40,16.67
S16,9,4,15332,20332,REST,-1,REST,0.000,13,81.88,3.42,734.00,30.93,28.65,8.33
S16,9,5,20332,25332,REST,-1,REST,0.027,13,82.01,3.70,733.08,34.25,33.20,16.67
S16,9,6,31379,36379,GESTURE,6,Cut Something,0.663,15,92.84,7.73,651.33,63.69,44.89,21.43
S16,9,7,36379,41379,GESTURE,6,Cut Something,0.765,12,80.70,6.93,749.00,67.26,34.72,18.18
S16,9,8,41379,46379,REST,-1,REST,0.201,12,80.83,5.07,745.17,47.22,42.00,27.27
S16,9,9,46379,51379,GESTURE,9,Flexion of Thumb,1.000,13,79.79,2.64,752.77,25.78,32.27,16.67
S16,9,10,51379,56379,GESTURE,9,Flexion of Thumb,0.666,12,81.59,7.91,742.00,71.67,57.02,18.18
S16,9,11,56379,61379,GESTURE,9,Flexion of Thumb,0.778,12,78.45,3.68,766.33,34.83,24.42,9.09
S16,9,12,61379,66379,REST,-1,REST,0.195,13,81.74,3.09,735.08,28.51,31.86,16.67
S16,9,13,66379,71379,GESTURE,7,Flexion of Little Finger,1.000,13,82.93,5.40,726.62,49.56,40.02,16.67
S16,9,14,71379,76379,GESTURE,7,Flexion of Little Finger,0.668,14,92.60,4.12,649.29,31.17,37.45,23.08
S16,9,15,76379,81379,GESTURE,7,Flexion of Little Finger,0.785,13,82.52,3.81,728.62,34.01,42.01,33.33
S16,9,16,81379,86379,REST,-1,REST,0.189,12,80.50,2.68,746.17,25.04,24.55,9.09
S16,9,17,86379,91379,GESTURE,4,Wrist Extension,1.000,14,88.07,4.68,683.14,36.93,33.31,15.38
S16,9,18,91379,96379,GESTURE,4,Wrist Extension,0.669,12,82.49,3.04,728.33,28.23,19.51,0.00
S16,9,19,96379,101379,GESTURE,4,Wrist Extension,0.804,13,83.61,5.50,720.62,48.10,27.62,8.33
S16,9,20,101379,106379,REST,-1,REST,0.174,13,81.99,6.28,735.69,53.08,39.20,25.00
S16,9,21,110251,115251,GESTURE,5,Pointing Index,0.673,14,86.12,5.67,699.86,49.45,30.25,15.38
S16,9,22,115251,120251,GESTURE,5,Pointing Index,1.000,13,86.71,7.37,696.77,59.32,50.39,25.00
S16,9,23,120251,125251,REST,-1,REST,0.040,14,90.23,4.84,667.00,38.92,32.13,7.69
S16,9,24,125251,130251,GESTURE,8,Tripod Grasp,0.931,14,89.70,7.75,674.14,63.20,24.74,7.69
S16,9,25,133987,138987,GESTURE,8,Tripod Grasp,1.000,14,86.93,3.01,691.00,24.23,14.62,0.00
S16,9,26,138987,143987,REST,-1,REST,0.303,13,83.63,2.01,717.85,17.84,19.62,0.00
S16,9,27,143987,148987,GESTURE,3,Wrist Flexion,0.675,14,87.53,5.61,688.43,48.10,34.21,15.38
S16,9,28,148987,153987,GESTURE,3,Wrist Flexion,0.675,12,82.85,4.82,726.67,44.72,18.00,0.00
S16,9,29,153987,158987,GESTURE,3,Wrist Flexion,1.000,13,79.93,6.42,755.23,59.84,41.65,16.67
S16,9,30,158987,163987,REST,-1,REST,0.312,12,79.85,2.33,752.00,22.72,27.52,9.09
S16,9,31,163987,168987,GESTURE,1,Hand Close,0.654,13,81.71,3.81,735.85,34.90,33.17,16.67
S16,9,32,168987,173987,GESTURE,1,Hand Close,0.672,13,88.77,7.21,680.31,56.58,47.90,8.33
S16,9,33,173987,178987,GESTURE,1,Hand Close,0.999,13,85.93,3.19,699.23,27.84,14.82,0.00
S16,9,34,178987,183987,REST,-1,REST,0.326,13,83.71,4.46,718.77,38.98,42.59,33.33
S16,9,35,183987,188987,GESTURE,2,Hand Open,0.651,14,87.87,5.10,685.00,39.45,21.76,7.69
S16,9,36,188987,193987,GESTURE,2,Hand Open,0.683,14,91.84,6.79,656.86,49.59,15.65,0.00
S16,9,37,193987,198987,GESTURE,2,Hand Open,0.982,14,85.21,3.89,705.57,32.38,22.89,0.00
S16,9,38,198987,203987,REST,-1,REST,0.351,13,88.03,4.64,683.54,39.27,35.08,8.33
S16,9,39,203987,208987,GESTURE,10,Flexion of Middle Finger,0.614,14,90.20,4.16,666.71,34.28,22.42,7.69
S16,9,40,208987,213987,GESTURE,10,Flexion of Middle Finger,0.721,14,89.02,4.17,675.43,31.41,18.67,0.00
S16,9,41,213987,218987,GESTURE,10,Flexion of Middle Finger,0.941,13,86.25,1.89,696.00,15.85,14.38,0.00
S16,10,1,424,5424,REST,-1,REST,0.000,15,90.77,4.27,662.40,30.79,23.07,7.14
S16,10,2,5424,10424,REST,-1,REST,0.000,12,81.87,15.13,769.17,207.37,165.70,72.73
S16,10,3,10424,15424,REST,-1,REST,0.000,13,87.43,5.51,688.77,41.98,34.44,25.00
S16,10,4,15424,20424,REST,-1,REST,0.000,12,79.54,2.09,754.83,20.67,19.91,0.00
S16,10,5,20424,25424,REST,-1,REST,0.033,14,92.46,25.99,684.43,132.61,148.93,46.15
S16,10,6,25424,30424,GESTURE,6,Cut Something,1.000,15,102.57,37.49,642.93,166.68,118.80,21.43
S16,10,7,30424,35424,GESTURE,6,Cut Something,0.671,14,98.80,27.58,640.57,125.62,111.86,23.08
S16,10,8,35424,40424,GESTURE,6,Cut Something,0.947,13,82.44,5.02,730.46,44.89,33.51,0.00
S16,10,9,40424,45424,REST,-1,REST,0.026,12,77.31,3.11,777.33,31.97,40.93,18.18
S16,10,10,45424,50424,GESTURE,3,Wrist Flexion,1.000,12,79.14,4.14,760.17,40.14,40.22,18.18
S16,10,11,50424,55424,GESTURE,3,Wrist Flexion,0.678,13,81.34,3.39,738.92,32.48,36.53,16.67
S16,10,12,55424,60424,GESTURE,3,Wrist Flexion,0.954,13,84.54,3.71,711.08,32.21,48.64,41.67
S16,10,13,60424,65424,REST,-1,REST,0.013,13,86.24,4.03,697.23,33.84,47.61,33.33
S16,10,14,65424,70424,GESTURE,9,Flexion of Thumb,1.000,14,90.05,5.97,669.29,46.58,41.03,23.08
S16,10,15,70424,75424,GESTURE,9,Flexion of Thumb,0.671,13,86.82,2.64,691.69,22.13,34.64,8.33
S16,10,16,75424,80424,GESTURE,9,Flexion of Thumb,0.981,13,84.50,3.42,711.23,29.84,39.37,16.67
S16,10,17,80424,85424,REST,-1,REST,0.000,15,93.88,4.86,640.93,35.78,25.44,0.00
S16,10,18,85424,90424,GESTURE,4,Wrist Extension,0.993,14,91.84,7.08,657.14,51.99,25.54,0.00
S16,10,19,90424,95424,GESTURE,4,Wrist Extension,0.674,12,80.34,3.15,748.00,30.08,31.10,18.18
S16,10,20,95424,100424,GESTURE,4,Wrist Extension,0.989,13,80.37,3.49,748.00,33.95,31.08,0.00
S16,10,21,100424,105424,REST,-1,REST,0.000,13,85.18,12.19,716.77,92.81,154.13,50.00
S16,10,22,105424,110424,GESTURE,8,Tripod Grasp,0.984,12,82.05,3.88,732.83,35.26,47.06,27.27
S16,10,23,110424,115424,GESTURE,8,Tripod Grasp,0.667,13,85.24,3.77,705.23,32.35,34.67,8.33
S16,10,24,115424,120424,GESTURE,8,Tripod Grasp,0.999,12,78.88,2.58,761.50,26.62,34.32,18.18
S16,10,25,120424,125424,REST,-1,REST,0.000,14,87.83,3.84,684.43,31.17,32.97,15.38
S16,10,26,125424,130424,GESTURE,7,Flexion of Little Finger,0.980,13,83.87,5.44,718.31,47.32,32.30,8.33
S16,10,27,130424,135424,GESTURE,7,Flexion of Little Finger,0.675,13,85.16,12.62,725.54,151.25,227.90,25.00
S16,10,28,135424,140424,GESTURE,7,Flexion of Little Finger,1.000,13,85.06,12.13,730.46,184.66,271.10,33.33
S16,10,29,140424,145424,REST,-1,REST,0.008,13,87.35,4.28,688.62,36.39,36.91,16.67
S16,10,30,145424,150424,GESTURE,10,Flexion of Middle Finger,0.968,13,86.30,11.93,705.38,77.44,91.48,50.00
S16,10,31,150424,155424,GESTURE,10,Flexion of Middle Finger,0.677,14,88.03,5.74,684.43,45.32,33.79,7.69
S16,10,32,155424,160424,GESTURE,10,Flexion of Middle Finger,0.938,12,78.92,7.33,766.17,66.91,36.58,9.09
S16,10,33,160424,165424,REST,-1,REST,0.029,13,83.23,6.23,725.08,57.74,37.47,25.00
S16,10,34,165424,170424,GESTURE,1,Hand Close,1.000,12,81.51,2.24,736.67,21.38,18.11,0.00
S16,10,35,170424,175424,GESTURE,1,Hand Close,0.670,13,81.23,1.67,738.92,15.59,24.73,0.00
S16,10,36,175424,180424,GESTURE,1,Hand Close,0.954,13,84.67,4.58,710.62,38.04,28.89,8.33
S16,10,37,180424,185424,REST,-1,REST,0.015,14,90.88,6.81,663.86,50.90,30.00,0.00
S16,10,38,185424,190424,GESTURE,5,Pointing Index,1.000,14,90.10,2.80,666.57,21.08,17.65,0.00
S16,10,39,190424,195424,GESTURE,5,Pointing Index,0.668,13,85.40,11.91,717.08,109.31,81.80,16.67
S16,10,40,195424,200424,GESTURE,5,Pointing Index,0.977,12,77.59,6.75,779.33,72.74,25.23,0.00
S16,10,41,200424,205424,REST,-1,REST,0.000,12,79.80,2.87,752.83,27.59,36.79,27.27
S16,10,42,205424,210424,GESTURE,2,Hand Open,0.998,13,85.37,3.53,704.00,30.36,29.68,16.67
S16,10,43,210424,215424,GESTURE,2,Hand Open,0.676,13,86.16,3.98,697.85,32.91,30.20,0.00
S17,1,1,382,5382,REST,-1,REST,0.000,16,99.41,6.68,606.25,41.77,16.60,0.00
S17,1,2,5382,10382,REST,-1,REST,0.000,16,100.73,3.51,596.38,22.12,10.39,0.00
S17,1,3,10382,15382,REST,-1,REST,0.000,15,95.14,2.05,630.93,13.94,11.26,0.00
S17,1,4,15382,20382,REST,-1,REST,0.000,14,91.43,3.35,657.14,25.48,12.79,0.00
S17,1,5,20382,25382,REST,-1,REST,0.025,14,89.61,2.93,670.29,23.04,12.45,0.00
S17,1,6,25382,30382,GESTURE,5,Pointing Index,1.000,14,92.16,3.95,652.29,30.56,16.14,0.00
S17,1,7,30382,35382,GESTURE,5,Pointing Index,0.669,15,94.56,1.57,634.67,11.02,9.01,0.00
S17,1,8,35382,40382,GESTURE,5,Pointing Index,0.958,14,93.55,3.60,642.29,25.68,12.61,0.00
S17,1,9,40382,45382,REST,-1,REST,0.016,16,98.20,6.31,613.50,39.84,11.99,0.00
S17,1,10,45382,50382,GESTURE,9,Flexion of Thumb,1.000,15,98.23,2.86,611.33,18.12,13.83,0.00
S17,1,11,50382,55382,GESTURE,9,Flexion of Thumb,0.669,16,102.26,2.23,587.00,13.23,9.55,0.00
S17,1,12,55382,60382,GESTURE,9,Flexion of Thumb,0.960,18,112.40,5.92,535.33,30.07,7.85,0.00
S17,1,13,60382,65382,REST,-1,REST,0.015,17,112.15,7.39,537.53,39.37,12.86,0.00
S17,1,14,65382,70382,GESTURE,2,Hand Open,1.000,16,102.12,13.68,596.00,66.55,90.93,20.00
S17,1,15,70382,75382,GESTURE,2,Hand Open,0.672,15,97.66,2.06,614.67,13.19,13.52,0.00
S17,1,16,75382,80382,GESTURE,2,Hand Open,0.961,14,91.73,3.58,655.14,27.04,19.34,7.69
S17,1,17,80382,85382,REST,-1,REST,0.014,16,96.45,4.85,623.62,31.40,12.99,0.00
S17,1,18,85382,90382,GESTURE,1,Hand Close,1.000,14,91.88,3.23,653.86,24.16,16.41,0.00
S17,1,19,90382,95382,GESTURE,1,Hand Close,0.674,15,98.22,7.05,614.27,49.16,30.98,14.29
S17,1,20,95382,100382,GESTURE,1,Hand Close,0.969,15,93.39,2.50,642.93,18.16,11.06,0.00
S17,1,21,100382,105382,REST,-1,REST,0.000,15,99.67,4.87,603.47,31.46,21.53,0.00
S17,1,22,105382,110382,GESTURE,4,Wrist Extension,0.998,14,93.40,6.23,645.43,47.38,15.67,0.00
S17,1,23,110382,115382,GESTURE,4,Wrist Extension,0.675,13,80.71,5.65,747.38,59.54,47.86,25.00
S17,1,24,115382,120382,GESTURE,4,Wrist Extension,0.994,14,88.51,4.99,680.00,39.40,18.61,0.00
S17,1,25,120382,125382,REST,-1,REST,0.000,14,92.46,3.26,649.71,23.49,16.45,0.00
